Judul,Isi Berita,Link,Kategori
"Galang Donasi untuk Palestina, Bappilu Gerindra Jabar Kumpulkan Ratusan Juta Rupiah","Jakarta - Kebrutalan militer zionis Israel terhadap rakyat Palestina tengah jadi sorotan dunia internasional termasuk di Tanah Air. Berbagai elemen masyarakat bersimpati kepada Palestina dengan memberikan bantuan seperti yang dilakukan Badan pemenangan pemilu (Bappilu) Partai Gerindra Jawa Barat.
Bappilu Gerindra Jabar yang dipimpin Aries Marsudiyanto juga menginisiasi penggalangan donasi dan lelang untuk Palestina. Momen para elite Gerindra itu dilakukan saat Bappilu Jabar menggelar konsolidasi di Jakarta, Rabu, 22 November 2023.
Sebelum kegiatan ditutup, penceramah Ustaz Haikal Hassan didapuk sebagai pembaca doa. Ia kemudian melanjutkan pesan dari Ketua Bappilu Gerindra Jabar.
""Tadi Pak Aries sudah mengizinkan dan meminta saya untuk dapat waktu bapak, ibu sekalian, untuk turut membantu, meringankan beban saudara kita di Palestina,"" kata Babe Haikal, sapaan akrabnya, dalam keterangannya.
Menurut dia, langkah bantu rakyat Palestina itu sesuai dengan keinginan Ketua Umum Gerindra Prabowo Subianto.
""Menurut Pak Aries tadi, langkah kita ini sesuai juga dengan sikap Pak Prabowo yang tidak sepakat dengan penjajahan ada di mana pun di bumi ini,"" jelas Haikal.
Sementara, ada beberapa barang hasil karya anak-anak Palestina dibawa Haikal dan ditawarkan secara lelang kepada peserta konsolidasi. Salah satunya lukisan masjid yang berawal dari harga Rp10 juta kemudian laku terjual senilai Rp 100 juta. Peminat adalah Aries Marsudiyanto.
""Saya mau, seratus juta ya,"" kata Aries.
Lalu, Babe Haikal bertanya ke peserta konsolidasi. Namun, tak ada lagi yang berani menyaingi harga yang diajukan Aries.
""Ya, Alhamdulillah terjual Rp100 juta ya ke Pak Aries. Tidak ada penawar lagi ya, oke tutup harganya dan laku,"" kata Babe Haikal.
Setelah lukisan diberikan, Aries menyampaikan kepada peserta konsolidasi soal dirinya yang berani berdonasi dengan membeli lukisan tersebut. Ia mengaku prihatin dengan Palestina. Ia juga mau meneladani sikap Prabowo.
""For Palestina, jadi mari kita tunjukkan secara riil. Ini bantuan, donasi dari Bappilu Gerindra Jawa Barat untuk Palestina, sebagai bentuk meneladani langkah-langkah perjuangan pak Prabowo,"" ungkap Aries.
Setelah Aries, Sekretaris Jenderal DPP Partai Gerindra Ahmad Muzani tak mau kalah membeli hasil karya lain anak Palestina yang dilelang. Selain itu, Ketua DPD Gerindra Jabar Taufik Hidayat juga beli buah karya lain anak Palestina dengan harga tinggi.
Ketua Dewan Pembina Bappilu Gerindra Jabar M Iriawan atau Iwan Bule juga memperlihatkan kepeduliannya terhadap Palestina. Eks Kapolda Jawa Barat itu menghargai karya hiasan dari perak, dengan harga fRp100 juta.
""Teman-teman yang lain, yang hadir di sini, bisa juga berdonasi. Nanti ini Babe Haikal yang akan langsung bawa bantuannya ke Palestina. Jadi, ini riil dan dijamin sampai bantuannya,"" ujar Iwan Bule.
Menurut panitia donasi, nilai bantuan yang terkumpul baik dari penjualan lelang karya tangan anak Palestina serta dari donasi sukarela mencapai lebih dari Rp450 juta. Sebagian kader termasuk pengurus DPD Gerindra langsung mentransfer dananya ke rekening yang ditentukan untuk menambah donasi Palestina.
Iwan Bule menyampaikan, aksi dari Bappilu Gerindra Jabar cukup positif. Ia mengatakan demikian karena sebelum memulai optimal menuju Pemilu 2024, seluruh keluarga besar partai ini mengawalinya dengan aksi mulia.
Dia optimis juga suara pasangan capres cawapres nomor urut 2 Prabowo Subianto-Gibran bisa mencer di Tanah Pasundan. ""Saya yakin ini berkah dan target suara 65 persen di Jabar untuk Prabowo-Gibran, bisa terwujudkan, qobul,"" tuturnya.",https://www.viva.co.id/berita/politik/1660223-galang-donasi-untuk-palestina-bappilu-gerindra-jabar-kumpulkan-ratusan-juta-rupiah?page=all,politik
TKN: Survei LSI Denny JA Tunjukkan Milenial dan Gen Z Semakin Menyukai Prabowo,"Jakarta - Lembaga survei LSI Denny JA beberapa hari lalu merilis elektabilitas tiga pasangan capres cawapres yang jadi kontestan Pilpres 2024. Salah satu temuan LSI Denny JA terkait kenaikan elektabilitas capres Prabowo Subianto.
Dalam laporannya, LSI Denny JA menyebut capres Prabowo naik secara individu paling besar berasal dari pemilih milenial. Dari survei LSI Denny JA, elektabilitas Prabowo naik signifikan dari Oktober ke November berdasarkan pemilih milenial.
Data LSI Denny JA jika pada Oktober 2023, pemilih Prabowo dari kalangan milenial sebesar 36,9 persen. Kini pemilih Prabowo dari kalangan milenial naik menjadi 41,6 persen.
Pun, selain dari pemilih milenial, LSI Denny JA menunjukkan narasi 'Prabowo Gemoy' jadi salah satu faktor yang mendongkrak elektabilitas capres nomor urut 1 tersebut.
Jubir Tim Kampanye Nasional (TKN) Prabowo Subianto-Gibran Rakabuming, Faldo Maldini menyampaikan rasa syukurnya karena rakyat sudah melihat figur Menteri Pertahanan itu apa adanya.
Menurut Faldo, 'Gemoy' dinilai jadi narasi yang sangat dekat dengan pemilih milenial dan generasi Z (Gen Z). Ia mengaku, julukan 'Gemoy' justru muncul dari pendukung Prabowo di kalangan milenial dan Gen Z.
""Alhamdulillah, anak muda, generasi milenial dan Gen Z semakin menyukai Pak Prabowo yang selalu tampil apa adanya, tegas tapi tetap bisa jenaka,"" kata Faldo kepada wartawan, Rabu, 22 November 2023.
Merujuk survei LSI Denny JA, julukan 'gemoy' untuk Prabowo disukai kalangan pemilih milenial. Sikap Ketua Umum Partai Gerindra itu tetap rileks dan santai saat dihujat. Tak jarang, eks Danjen Kopassus itu menunjukkan jogetannya di hadapan publik.
Bagi Faldo, cara Prabowo itu dinilai tampil adanya di hadapan publik tanpa dibuat-buat.
""Ia tampil apa adanya. Sikapnya tetap tegas dan sat set, namun ada sisi humanisnya yang jenaka,"" tutur Faldo.
Faktor itu dinilai menjadikan elektabilitas Prabowo-Gibran berada di urutan tertatas versi survei LSI Denny JA. Prabowo-Gibran dari data LSI Denny JA unggul dua digit dari pasangan Ganjar Pranowo-Mahfud MD yang berada di urutan dua.
Adapun elektabilitas Prabowo-Gibran dapat 40,3 persen. Sementara, Ganjar-Mahfud hanya di angka 28,6 persen. Lalu, pasangan Anies Baswedan-Muhaimin Iskandar 20,3 persen.
Survei terbaru LSI Denny JA digelar dalam kurun waktu 6-13 November 2023. Survei tersebut melibatkan 1.200 responden. Para responden dipilih dengan metode multistage random sampling. Margin of error survei ini sekitar 2,9 persen dengan tingkat kepercayaan 95 persen.",https://www.viva.co.id/berita/politik/1660213-tkn-survei-lsi-denny-ja-tunjukkan-milenial-dan-gen-z-semakin-menyukai-prabowo?page=all,politik
Timnas Anies-Cak Imin Ingin Rebut Suara di Kandang PDIP,"Jakarta – Tim Nasional (Timnas) Anies Baswedan – Muhaimin Iskandar alias Cak Imin (AMIN), ingin merebut kantong suara di Jawa Tengah, dimana selama ini dikenal sebagai kandang PDIP yang menjadi pengusung utama Ganjar Pranowo – Mahfud MD.
Untuk itu, Timnas Anies-Cak Imin saat ini masih berupaya untuk menambah daya gedor untuk melakukan pendalaman suara baru di Jawa Tengah.
""Jateng kan kita tahu selama ini, tapi kita akan berusaha semaksimal mungkin,"" ujar Kapten Timnas AMIN, Muhammad Syaugi Alaydrus, di Rumah Koalisi Perubahan, Jakarta Selatan, pada 22 November 2023.
Syaugi menuturkan, kalau potensi untuk mengeruk seluruh suara di Jawa Tengah itu dilihat dari perolehan suara Partai Kebangkitan Bangsa (PKB), sebagai salah satu partai pengusung Anies-Cak Imin. Pada Pemilu Legislatif 2019 (Pileg), PKB meraup 2,7 juta suara. Sementara PDIP mendapatkan 5,8 juta suara.
""Kita manfaatkan PKB di situ. Kalau enggak salah menang kedua,"" kata Syaugi. Apalagi cawapres yang diusung yakni Cak Imin adalah Ketua Umum PKB.
Nantinya Timnas AMIN akan bergerak lebih maksimal lagi untuk di wilayah Jawa Tengah. Pasalnya, kata Syaugi, dirinya yakin bisa memperoleh ceruk suara di wilayah itu.
""Jadi kita akan berusaha akan masuk ke pelosok Jateng mudah-mudahan bisa meningkatkan suara AMIN,"" ucap Syaugi.",https://www.viva.co.id/berita/politik/1660162-timnas-anies-cak-imin-ingin-rebut-suara-di-kandang-pdip?page=all,politik
Arsjad Sebut Adian Napitupulu hingga Khaleed Hadi Masuk Struktural TPN Ganjar-Mahfud,"Jakarta – Penyusunaan struktur Tim Pemenangan Nasional (TPN) Ganjar-Mahfud dikabarkan sudah masuk tahapan akhir. Dalam waktu dekat akan diumumkan kepda publik.
Ketua TPN Ganjar-Mahfud Arsjad Rasjid mengungkapan, ada beberapa tokoh nasional yang akan masuk struktur TPN Ganjar-Mahfud.
Dia lantas membocorkan nama-nama tokoh seperti Adian Napitupulu akan menduduki posisi Wakil Deputi Kinetik Teritorial I, Niniek Aviariananto sebagai Wakil Deputi Kinetik Teritorial II, hingga Khaleed Hadi Pranowo sebagai Wakil Deputi YZ.
“Nah, nama-nsma di atas tadi adalah yg bisa kita bocorkan. Karena saat ini, namun sebenarnya, kita sudah ada sekarang ini kurang lebih 690 orang yang telah bergabung di TPN,” kata Arsjad saat di Gedung High End, Kebon Sirih, Jakarta Pusat, Rabu, 22 November 2023.
Arsjad menambahkan, proses penyusunan struktur TPN sangat memperhatikan keterwakilan dari semua golongan. Sebab, pasangan capres-cawapres nomor urut 3 ini sangat inklusif dan merangkul semua lapisan masyarakat Indonesia.
“Ini untuk menunjukkan TPN menunjukan ruang bagi semua golongan,” imbuhnya.",https://www.viva.co.id/berita/politik/1660191-arsjad-sebut-adian-napitupulu-hingga-khaleed-hadi-masuk-struktural-tpn-ganjar-mahfud?page=all,politik
"Megawati Absen Rapat Ketum Parpol dan TPN Ganjar-Mahfud, Ada Apa?","Jakarta –  Ketua Umum PDIP Megawati Soekanoputri absen dari rapat mingguan Ketua Umum parpol pengusung dan Tim Pemenangan Nasional (TPN) Ganjar-Mahfud MD hari ini. Mega berhalangan hadir lantaram masih di luar kota, tepatnya di Nusa Dua Bali.
“Kalau enggak salah Ibu Mega tidak hadir (Langsung), mendelegasikan kepada ketum-ketum yang memang hari ini bisa hadir. Karena memang Ibu kalau tidak salah ada dinas ke luar kota,” kata Plt Ketua Umum PPP Muhamad Mardiono kepada awak media di Gedung High End, Kebon Sirih, Jakarta Pusat, Rabu, 22 November 2023.
Kendati begitu, Mardino memastikan Megawati akan menyempatkan hadir secara virtual dalam rapat mingguan Ketum parpol dan TPN Ganjar-Mahfud.
“Tetapi secara virtual komunikasi semuanya tetap berjalan dari waktu ke waktu, nanti hasilnya disampaikan,” kata Mardiono.
Rapat mingguan Ketum parpol dan TPN Ganjar-Mahfud hari ini hanya dihadiri oleh Ketum Hanura Osman Sapta Odang (OSO), Ketua Umum Perindo Hary Tanoesoedibjo, dan Ketua TPN Ganjar-Mahfud Arsjad Rasjid. Turut hadir pula putra pertama Presiden Soekarno, Guntur Soekarnoputra.",https://www.viva.co.id/berita/politik/1660179-megawati-absen-rapat-ketum-parpol-dan-tpn-ganjar-mahfud-ada-apa?page=all,politik
"Arsjad Sebut 690 Orang Gabung TPN Ganjar-Mahfud, Struktur Lengkap Diumumkan 24 November 2023","Jakarta – Ketua Tim Pemenangan Nasional (TPN) Ganjar Pranowo dan Mahfud MD, yaitu Arsjad Rasjid mengatakan struktur lengkap TPN akan diumumkan pada 24 November 2023 bersamaan dengan menyerahkan ke Komisi Pemilihan Umum (KPU) RI.
""Akan kita umumkan struktur komplit pada 24 November bersamaan dengan waktu kita serahkan itu ke KPU,"" kata Arsjad Rasjid saat konferensi pers di gedung High End, Rabu, 22 November 2023.
Arsjad juga menyebutkan,  pihaknya akan bergerak cepat memenangkan pasangan Ganjar-Mahfud dalam masa kampanye mendatang. Ia juga menyebutkan, semua anggota struktur TPN Ganjar- Mahfud siap berkolaborasi dan terbuka bagi siapapun yang ingin berjuang bersama.
""Kami siap gerak cepat memasuki yang namanya masa kampanye ini, dan paling penting adalah memenangkan Ganjar Mahfud untuk memenangkan rakyat Indonesia,"" katanya.
Arsjad juga mengklaim sebanyak 690 orang yang sudah bergabung ke dalam TPN Ganjar-Mahfud. Selain itu, berbagai golongan dengan berbagai latar belakang juga turut meramaikan tim kampanye tersebut.
""Kita sudah ada sekarang ini kurang lebih 690 orang yang telah bergabung di TPN. Dengan latar belakang yang berbeda-beda. Dan hal ini untuk menunjukkan TPN menunjukkan ruang bagi semua golongan,"" ujarnya.
TPN Ganjar-Mahfud juga melibatkan kaum perempuan dengan jumlah 147 orang atau lebih dari 21 persen. Lalu, kata Arsjad, keterlibatan anak muda dalam TPN Ganjar-Mahfud berjumlah 158 orang, atau 25 persen lebih dari jumlah keseluruhan tim pemenangan, serta dari sisi keterwakilan partai, dan non partai.
""Nah perwakilan non partai berjumlah 380 orang atau 55 persen, lebih besar dari jumlah anggota struktur dari yang namanya partai,"" ujarnya.",https://www.viva.co.id/berita/politik/1660180-arsjad-sebut-690-orang-gabung-tpn-ganjar-mahfud-struktur-lengkap-diumumkan-24-november-2023?page=all,politik
"Heboh Isu Reshuffle Menteri Kabinet Jokowi, Mardiono: Yang Tahu Hanya Presiden","Jakarta - Plt Ketua Umum PPP, Muhamad Mardiono buka suara soal rumor beberapa nama menteri di kabinet Indonesia Maju 2019-2024 yang bakal dicopot atau terkena reshuffle. Beberapa menteri diisukan akan dicopot Presiden Joko Widodo.
Menurut Mardiono, kebenaran akan reshuffle itu hanya diketahui oleh Jokowi, lantaran merupakan hak prerogatif presiden. Ia juga menyebut, tak ada yang dapat melarang, jika reshuffle menteri benar terjadi.
""Ya jadi persoalan pergantian menteri itu bukan sekarang, besok, atau kemarin. Karena itu adalah hak prerogatif bapak presiden. Jadi yang lain pasti tidak tahu. Yang tahu itu hanya Pak Presiden. Dan, itu tidak dilarang kapan saja dilakukan oleh presiden,"" kata Mardiono di gedung High End, Jakarta Pusat, Rabu, 22 November 2023.
Mardiono menjelaskan bahwa setiap partai politik hanya menunggu panggilan dari Jokowi untuk menempatkan kadernya di dalam kabinet untuk ikut berkontribusi dalam membangun bangsa dan negara.
""Yang kedua adalah bentuk pertanggungjawaban kita terhadap konstituen kami. Bahwa dulu kami mengkampanyekan pak presiden Jokowi,” ujarnya.
“Karena itu kami bertanggung jawab untuk mengawal juga bagaimana kinerja pemerintahan sekarang ini baik yang ada di luar maupun yang ada di dalam. Ini adalah bentuk pertanggungjawaban,"" tuturnya.
Sebelumnya, beredar luas beberapa nama menteri di Kabinet Indonesia Maju 2019-2024 bakal dicopot atau terkena reshuffle oleh Presiden Jokowi. Dalam dokumen itu juga, muncul nama-nama menteri penggantinya.
Dalam dokumen tersebut, menyebut ada 13 menteri yang bakal kena reshuffle. Seperti Menkumham Yasonna H Laoly, Menteri Sosial Tri Rismaharini atau Risma, hingga Kepala BIN Jenderal Polisi (Purn) Budi Gunawan.
Dokumen itu memajang logo Kementerian Sekretariat Negara dengan topik ""Daftar Reshuffle ke-7 Kabinet Indonesia Maju yang diusulkan dan telah disetujui oleh Bapak Presiden RI adalah sebagai berikut:"" Di paling bawah, tercantum tanda tangan Mensesneg, Pratikno.
Terkair rumor itu, Kementerian Sekretariat Negara atau Kemensetneg, menuturkan dokumen itu hoaks atau tidak benar. Kementerian tidak pernah mengeluarkan dokumen seperti yang beredar tersebut.
""Berkenaan dengan beredarnya informasi/daftar reshuffle ke-7 Kabinet Indonesia Maju yang diusulkan dan telah disetujui oleh Bapak Presiden Republik Indonesia, yang ditandatangani oleh Menteri Sekretaris Negara, Pratikno, dengan menggunakan identitas logo Kementerian Sekretariat Negara, bersama ini kami nyatakan bahwa surat yang beredar tersebut adalah tidak benar (hoaks), karena sampai dengan saat ini Kementerian Sekretariat Negara tidak pernah mengeluarkan informasi dimaksud.,"" dikutip dari akun Instagram Kemensetneg, Rabu 22 November 2023.
Mensesneg Pratikno pun sudah menanggapi isu tersebut. Dia menyebut isu tersebut hoax. “Hoax. Ini menunjukkan banyaknya hoax yang harus diwaspadai,” kata Pratikno saat dikonfirmasi pada Rabu, 22 November 2023.
",https://www.viva.co.id/berita/politik/1660170-heboh-isu-reshuffle-menteri-kabinet-jokowi-mardiono-yang-tahu-hanya-presiden?page=all,politik
Oso Yakin TNI-Polri Netral Selama Pemilu 2024,"Jakarta – Ketua Umum Partai Hanura Oesman Sapta Odang atau OSO yakin TNI-Polri netral di Pemilu 2024 mendatang. Menurut OSO, TNI-Polri harus netral karena berasal dari rakyat dan bertugas untuk melindungi rakyat.
""Itu TNI Polri saya percaya mereka netral dan mereka harus netral. Karena apa? Karena mereka adalah berasal dari rakyat dan menjadi badan atau organ keamanan negara yang melindungi rakyat,"" ujar OSO kepada wartawan di gedung High End, Kebon Sirih, Jakarta Pusat, Rabu, 22 November 2023.
Menurutnya, TNI-Polri juga harus adil terhadap rakyat yang sedang bekerja untuk memilih para pemimpin Indonesia 5 tahun ke depan. TNI-Polri, lanjut dia, harus melindungi rakyat yang menggunakan hak pilih pada 14 Februari 2024.
""Jadi memang mereka harus adil kepada rakyat yang sedang bekerja untuk memilih pemimpin yang akan melindungi rakyat itu sendiri. Jadi TNI Polri wajib netral di dalam pemilihan di mana pemilihan yang dipilih adalah anak bangsa yang akan memimpin negara ini dan akan memimpin mereka juga nanti,"" ujarnya.
Diketahui, Tim Pemenangan Nasional (TPN) Ganjar Pranowo dan Mahfud MD kembali mengadakan rapat di Gedung High End, Kebon Sirih, Jakarta Pusat, Rabu, 22 November 2023.
Adapun rapat itu digelar untuk memastikan mesin politik bisa berjalan baik dan sistematis menjelang masa kampanye yang dimulai 28 November 2023 mendatang.
""Ya yang pasti kita akan semakin mematangkan dalam rangka kita memasuki waktu kampanye, kampanye sudah tinggal beberapa hari lagi ya, tanggal 28, kita ingin memastikan bahwa mesin politik kita dalam rangka untuk menghadapi kampanye ini kita sudah berjalan dengan baik, sistematis,"" kata Plt Ketum PPP Muhamad Mardiono.
Mardiono menegaskan TPN Ganjar-Mahfud nantinya tidak akan menggunakan propaganda-propaganda dan janji-janji palsu untuk kampanye. Maka itu, pihaknya mempersiapkan materi visi, misi dan program pasangan Ganjar-Mahfud secara terukur dan realistis.
""Jadi kita nggak mau dengan propaganda-propaganda palsu, apalagi juga kita menyampaikan janji-janji yang palsu, itu kita akan terhindar dari hal-hal itu, kita akan mencoba berkontestasi secara fair, terbuka jujur, tentu untuk meraih kemenangan itu ya kita harus mempersiapkan diri secara sistematis, itu yang pasti,"" ujarnya.
Selain itu, Mardiono juga memastikan semua ketua umum partai pengusung Ganjar-Mahfud hadir kecuali Ketua Umum (Ketum) PDIP Megawati Soekarnoputri. Megawati diketahui sedang memiliki agenda di Bali.
""Kalau nggak salah Ibu Mega tidak hadir, tidak hadir, mendelegasikan kepada ketum-ketum yang memang hari ini bisa hadir karena memang Ibu Mega kalau tidak salah ada dinas ke luar kota, tetapi secara virtual komunikasi semuanya tetap berjalan dari waktu ke waktu, nanti hasilnya disampaikan,"" kata dia.",https://www.viva.co.id/berita/politik/1660153-oso-yakin-tni-polri-netral-selama-pemilu-2024?page=all,politik
Firli Bahuri Resmi Jadi Tersangka Kasus Pemerasan SYL,"Jakarta – Polda Metro Jaya menetapkan Ketua Komisi Pemberantasan Korupsi, Firli Bahuri jadi tersangka kasus dugaan pemerasan terhadap eks Menteri Pertanian, Syahrul Yasin Limpo dalam penanganan kasus korupsi di Kementerian Pertanian (Kementan) tahun 2021.
""Menetapkan Saudara FB, selaku Ketua KPK RI sebagai tersangka,"" kata Direktur Reserse Kriminal Khusus Polda Metro Jaya, Komisaris Besar Polisi Ade Safri Simanjuntak kepada wartawan, Rabu 22 November 2023.
Untuk diketahui, Polda Metro Jaya menaikkan status kasus dugaan pemerasan yang dilakukan pimpinan Komisi Pemberantasan Korupsi (KPK) dalam penanganan kasus korupsi di Kementerian Pertanian (Kementan) tahun 2021 ke penyidikan.
""Selanjutnya direkomendasikan untuk dinaikkan status dari penyelidikan ke tahap penyidikan,"" ujar Direktur Reserse Kriminal Khusus Polda Metro Jaya, Komisaris Besar Polisi Ade Safri Simanjuntak kepada wartawan, Sabtu 7 Oktober 2023.
Firli Bahuri membantah
Dugaan pimpinan KPK yang melakukan pemerasan terhadap SYL dispekulasikan mengarah ke Firli Bahuri. Apalagi sempat beredar foto Firli dengan SYL di sebuah lapangan bulu tangkis.
Firli pun menjelaskan beredarnya foto pertemuan dirinya dengan SYL yang membuat publik geger. Foto tersebut beredar, setelah KPK menyelidiki kasus dugaan korupsi di Kementan era SYL.
Sementara, ada upaya laporan dugaan pemerasan oleh pimpinan KPK di Polda Metro Jaya. Adapun SYL sudah diperiksa Polda Metro Jaya, beberapa hari lalu.
Firli jelaskan, kalau pertemuan tersebut dilakukan sebelum dugaan korupsi di Kementerian Pertanian (Kementan) terjadi. Dia menyebut, pertemuan itu dilakukan pada Maret 2022, setahun lalu.
""Pertemuan di lapangan bulutangkis antara saya dengan Menteri Pertanian saat itu, saudara Syahrul Yasin Limpo, terjadi sebelum periode tersebut, tepatnya yaitu sekitar pada tanggal 2 Maret 2022. Dan itupun beramai-ramai di tempat terbuka,"" ujar Firli dalam keterangannya, Senin 9 Oktober 2023.",https://www.viva.co.id/berita/nasional/1660262-firli-bahuri-resmi-jadi-tersangka-kasus-pemerasan-syl?page=all,politik
"Jadi Tersangka Pemerasan, Firli Bahuri Terancam Penjara Seumur Hidup!","Jakarta - Ketua Komisi Pemberantasan Korupsi (KPK), Firli Bahuri terancam pidana penjara seumur hidup buntut ditetapkan jadi tersangka kasus dugaan pemerasan atau penerimaan gratifikasi dalam penanganan korupsi Kementerian Pertanian (Kementan) 2021.
Firli bakal dikenakan Pasal 12e atau Pasal 12B atau Pasal 11 UU 31/1999 yang telah diubah dengan UU 20/2001 tentang perubahan atas UU 31/1999 tentang pemberantasan tindak pidana korupsi Juncto Pasal 65 KUHP.
Dalam rentetan pasal berlapis itu, Firli terancam hukuman paling berat penjara seumur hidup sebagaimana Pasal 12B Ayat 1 terkait penerimaan gratifikasi yang dilakukan bagi pegawai negeri atau penyelenggara negara. Hal itu diungkap Direktur Reserse Kriminal Khusus Polda Metro Jaya, Komisaris Besar Polisi Ade Safri Simanjuntak.
“Sebagaimana yang dimaksud Ayat 1, dipidana seumur hidup atau pidana penjara paling singkat empat tahun dan paling lama 20 tahun. Dan pidana denda paling sedikit Rp200 juta dan paling banyak Rp1 miliar,” kata dia kepada wartawan, Kamis 23 November 2023.
Ade menegaskan penetapan Firli jadi tersangka sesudah penyidik menemukan bukti yang cukup. Mantan Kapolres Kota Solo ini mengatakan, sedikitnya ada 91 orang telah diperiksa sebagai saksi kasus dugaan pemerasan ke eks Menteri Pertanian Syahrul Yasin Limpo (SYL) itu.
“Menetapkan saudara FB selaku ketua KPK RI sebagai tersangka dalam perkara dugaan tindak pidana korupsi berupa pemerasan atau penerimaan gratifikasi,” katanya.
Untuk diketahui, Polda Metro Jaya menaikkan status kasus dugaan pemerasan yang dilakukan pimpinan Komisi Pemberantasan Korupsi (KPK) dalam penanganan kasus korupsi di Kementerian Pertanian (Kementan) tahun 2021 ke penyidikan.
""Selanjutnya direkomendasikan untuk dinaikkan status dari penyelidikan ke tahap penyidikan,"" ujar Direktur Reserse Kriminal Khusus Polda Metro Jaya, Komisaris Besar Polisi Ade Safri Simanjuntak kepada wartawan, Sabtu 7 Oktober 2023.",https://www.viva.co.id/berita/nasional/1660272-jadi-tersangka-pemerasan-firli-bahuri-terancam-penjara-seumur-hidup?page=all,politik
